Event ID,Element,Energy Level,Flux Time Series,Target Label
150,C,1,"[ 0.55838699  0.65516602  0.64481538  0.6194335   0.46934737  0.30366279
  0.43076108  0.37633405  0.4163818   0.43187438  0.39377203  0.22015059
  0.38836941  0.35475453  0.29716135  0.36705564  0.2957501   0.39584549
  0.62478662  0.71818586  0.65411925  0.7929794   1.          0.82599234
  0.45291306  0.41498701  0.36573915  0.38770608  0.27948448  0.2043642
  0.29339029  0.31984967  0.2803568   0.21372551 -0.13668378 -0.45781145
 -0.58495834 -0.41419758 -0.5128958  -0.37028765 -0.26728408 -0.25545802
 -0.1898698  -0.26977118 -0.30714594 -0.3254825  -0.45496529 -0.47181984
 -0.35968572 -0.47348062 -0.52386832 -0.55312653 -0.57069367 -0.56344853
 -0.69021024 -0.71405239 -0.85390465 -0.70249026 -0.76500416 -0.7333195
 -0.70524818 -0.7214669  -0.72986169 -0.75291277 -0.83783148 -0.96830563
 -0.84002628 -0.84065237 -0.88786365 -1.         -0.77222378 -0.9371735 ]",1
106,Fe,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
295,N,2,"[-1.         -1.         -1.         -1.         -1.         -1.
  0.42239714  0.60188285  0.51993603  0.66899938  0.79226676  0.77284614
  0.67250243  0.89586676  0.97642858  1.          0.94748157  0.86399868
  0.73611076  0.69559557  0.69292991  0.62397332  0.42544557  0.62186609
  0.55702541  0.54400678  0.50289217  0.54964987  0.49592984  0.49902352
  0.49557303  0.49942708 -1.         -1.         -1.         -1.
  0.40447472 -1.         -1.          0.49920125  0.40385987  0.48578601
 -1.         -1.         -1.         -1.          0.40286841 -1.
 -1.         -1.          0.41011354 -1.         -1.          0.40976154
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.4017462  -1.
 -1.        ]",1
119,C,3,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.          1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.98919483 -1.         -1.         -1.        ]",0
267,O,2,"[-1.         -1.         -1.         -1.          0.74854437  0.84178321
  0.72717093  0.78638472  0.81804922  0.80437318  0.7110098   0.7706132
  0.79031261  0.70869384  0.72798049  0.87889992  1.          0.98261411
  0.85854425  0.88604675  0.85678081  0.80783144  0.83161405  0.75933315
  0.8521383   0.7217113   0.72350746  0.74759007  0.69305438  0.6961315
  0.64932762  0.63062253  0.65400985  0.67332295  0.65094314  0.50600159
 -1.          0.41672656  0.55993807  0.41649426  0.41629192  0.4239556
 -1.         -1.         -1.         -1.          0.41504863  0.4239556 ]",1
3,Si,2,"[ 0.93329786  0.95206826  0.96649456  0.99272036  0.98395013  0.98365959
  0.99716854  0.97751401  1.          0.98037711  0.96527593  0.97107562
  0.96602215  0.92884242  0.92400888  0.89931006  0.92302845  0.9031867
  0.89023712  0.87288241  0.84669524  0.87542281  0.84831147  0.84653358
  0.83459449  0.81670777  0.82448382  0.75392331  0.74878618  0.67824355
  0.70559278  0.67576459  0.72895823  0.70920672  0.72382142  0.68184909
  0.69575546  0.68477353  0.69257762  0.59874785  0.66689129  0.63407895
  0.58257697  0.5991851   0.57655765  0.60086957  0.54412487  0.53721516
  0.58002886  0.52969773  0.46238553  0.56746419  0.45901236  0.57726693
  0.47948191  0.53990485  0.54429978  0.51756092  0.49393285  0.50127595
  0.5214721   0.53057511  0.45998212  0.30785196  0.49917128  0.47031172
  0.49559429  0.49389842  0.45148156  0.49224405  0.38815581  0.3796226
  0.44279124  0.38073964  0.41838442  0.34373086  0.44450919  0.21722433
  0.42645988  0.44083136  0.29013495  0.29236435  0.42469     0.29133246
  0.33724331  0.33778428  0.21113208  0.20363052  0.20322057 -1.
  0.20129946 -1.          0.33422925 -1.          0.36691302 -1.
  0.21060885  0.28865782  0.20395336  0.21052785  0.33924698  0.36911927
  0.20301506  0.20872368 -1.         -1.          0.19368552  0.20807536
 -1.         -1.         -1.          0.19964732 -1.          0.28380196
 -1.         -1.          0.19824611 -1.         -1.          0.32832489
  0.20380635 -1.         -1.          0.20327805 -1.          0.20301506
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.19489532 -1.         -1.
 -1.          0.20171616 -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.20078907  0.20073036 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.19988839 -1.         -1.         -1.
 -1.          0.19982923 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.19985882 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.19982923 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
3,O,3,"[ 0.91307881  0.94155237  0.95772628  0.97706504  0.98693835  0.99054429
  0.99430449  1.          0.9949981   0.994554    0.97934605  0.97825679
  0.97675619  0.96269617  0.95749008  0.9462896   0.94339381  0.93802412
  0.92991217  0.93074452  0.90928324  0.91774054  0.8997853   0.87286375
  0.88011084  0.86194666  0.8340068   0.8399442   0.80557642  0.79637363
  0.78623888  0.78442922  0.77539429  0.7835922   0.7437592   0.73857273
  0.74126749  0.73953253  0.70181075  0.70907007  0.71197019  0.72067887
  0.700238    0.66276498  0.63922632  0.6383695   0.63224993  0.63090332
  0.6306285   0.62639572  0.61380972  0.5870251   0.56089381  0.61396775
  0.57101812  0.57419353  0.60158226  0.58201206  0.58665363  0.61586542
  0.57396592  0.55650099  0.5252072   0.50172799  0.52599652  0.53210619
  0.5287609   0.49841245  0.48050826  0.47749327  0.51413675  0.45524628
  0.45684696  0.46983064  0.45199061  0.44119881  0.43542278  0.42183425
  0.43416736  0.43298774  0.44554315  0.40163322  0.46050565  0.35856026
  0.41614134  0.38043891  0.38916249  0.35547548  0.35604478  0.30726806
  0.19833682  0.36817763  0.3875597   0.37767779  0.35556407  0.33981355
  0.38825833  0.32448708  0.35656201  0.37748984  0.35524324  0.34216826
  0.32345971  0.33974393  0.39678842  0.27969989  0.24038285  0.32210392
  0.13149142  0.35175323  0.24820983  0.20645583  0.27886528  0.30250883
  0.24502787  0.27957646  0.32034505  0.20146012  0.20118524  0.1281553
  0.27660301 -1.          0.12001504 -1.          0.29741951 -1.
  0.12648933  0.12627459  0.13250701 -1.         -1.          0.1322584
 -1.          0.13203983  0.19857281 -1.          0.12607562 -1.
  0.19145952 -1.         -1.         -1.         -1.          0.24512482
  0.13180546  0.12532961 -1.         -1.          0.19783168  0.13111465
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.13065453 -1.         -1.         -1.
  0.1243737  -1.         -1.         -1.         -1.         -1.
 -1.          0.1242748  -1.         -1.          0.1242748  -1.
 -1.         -1.          0.13048146 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.13046591 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.13056137 -1.         -1.          0.13046591 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
236,Si,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
303,C,3,"[-1.          0.47563483  0.40276274  0.63115596  0.60321842  0.61107342
  0.65707181  0.7704363   0.89994212  0.94915358  0.97379451  0.95887098
  0.8347748   0.84321761  0.84349225  0.8725818   0.86915123  0.8794628
  0.90832388  0.89337506  0.92166332  0.90348664  0.92790497  0.92348273
  0.94353393  0.90181585  0.92775238  0.91046842  0.96628675  1.
  0.96505662  0.9847548   0.93484977  0.87563407  0.80517722  0.75770965
  0.72469602  0.71136345  0.68353667  0.70316493  0.70552425  0.72280678
  0.6664987   0.67728703  0.62039995  0.5876605   0.65001387  0.69909625
  0.61673862  0.46782856  0.51311207  0.54199495  0.41489021  0.50990101
 -1.          0.54721407  0.48082063  0.32008631  0.44484147  0.32415973
  0.39935564  0.32401975  0.40135753  0.3165112   0.31543841  0.44203432
  0.43884148  0.49913304  0.32118315  0.3060319   0.39213542  0.31980559
 -1.          0.39107192  0.44120891  0.31170043  0.43791731  0.38962773
  0.43774661  0.3960158   0.31764308  0.4393715   0.43688918  0.31685991
  0.38857722  0.43096315  0.4341009   0.31644132  0.43619852  0.30975759
 -1.         -1.          0.3944886  -1.          0.31615139 -1.
 -1.          0.43555241  0.31557936  0.30876817  0.39048192 -1.
  0.30845787  0.47036128  0.30830776  0.31500441  0.43488156  0.3151459
 -1.          0.38999832 -1.         -1.         -1.          0.31471077
 -1.          0.30792085 -1.         -1.         -1.         -1.
  0.31427397  0.39286431 -1.          0.39275756 -1.         -1.
 -1.          0.38594527 -1.          0.31413138 -1.          0.38921394
 -1.         -1.         -1.          0.38902488 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.30691516 -1.          0.31369233 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.30668683  0.31325157 -1.         -1.         -1.          0.39151497
 -1.         -1.         -1.          0.42520676 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.31296363 -1.         -1.         -1.
 -1.         -1.          0.31273688 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.31273688 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.30590045 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.31273688 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.30582371 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.3048655
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.31252001 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
37,C,4,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          1.
 -1.         -1.          0.98840399 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",0
193,N,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.98973671 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.98871271 -1.         -1.         -1.
  0.99935489 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.98956725 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
107,He,4,"[-1.          0.81562174  0.82636499 -1.          0.91804817  0.83711117
  0.84971861  0.80137573  0.82329022  0.79617969  0.81438065  0.81570824
 -1.         -1.         -1.          0.99437793  0.99387502  0.93801474
  0.94286322 -1.         -1.         -1.          0.82653787  0.82293691
  0.99465404 -1.          0.91945704 -1.         -1.          0.83059643
 -1.          0.8411985  -1.          0.83353069 -1.          0.7963758
  0.82857478 -1.          0.79608154 -1.         -1.          0.81886326
  0.93197574  0.93354667  0.81886326  0.83384965 -1.          0.82939114
  0.82922142 -1.          0.82628424  0.92534512  0.83034938  0.93354667
 -1.          0.82995553 -1.         -1.          0.84135558  0.82978643
 -1.         -1.         -1.          1.         -1.         -1.
 -1.         -1.         -1.          0.82669905  0.81876639  0.80486014]",0
308,Fe,4,"[-1.         -1.          0.57506524 -1.         -1.          0.69134674
 -1.         -1.         -1.         -1.         -1.          0.81613582
  0.63285872 -1.          0.64688051 -1.         -1.          0.62326168
 -1.          0.61007922 -1.          0.81326178  0.90127016  0.98672758
  0.76228249  0.8684765   0.77789503  0.95660511  0.91045074  1.
  0.95253447  0.99049921  0.65316649  0.9280416  -1.          0.7610482
  0.86259166  0.75665491  0.86472197  0.75623641  0.75550532 -1.
 -1.          0.73503511  0.62712879 -1.         -1.         -1.
  0.6066037  -1.          0.59153874 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.59151296 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
38,Fe,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
119,Fe,2,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
239,N,1,"[ 0.90141571  0.85213131  0.91164065  0.88458969  0.88387266  0.91131222
  0.86448491  0.9756475   0.97977108  1.          0.90776491  0.8830523
  0.84815619  0.90533346  0.87228142  0.8768792   0.80901636  0.82597873
  0.92033022  0.87511486  0.71003139  0.80182724  0.78541494  0.82764804
  0.70243437  0.60816729  0.69565974  0.72621617  0.60115911  0.51354582
  0.69472773  0.60442153  0.50183448  0.59853494  0.59450268  0.59848085
 -1.          0.49894201 -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.59387192 -1.         -1.
 -1.          0.59387192  0.58969307 -1.         -1.         -1.
  0.58398008 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.49634453 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
42,He,4,"[-1.         -1.          0.72389524  0.76472591 -1.          0.80893164
 -1.         -1.          0.93928069  1.          0.76040715 -1.
 -1.          0.85220211  0.77964039  0.88970134 -1.          0.86526108
  0.83562988 -1.          0.88368149  0.75096175 -1.         -1.
 -1.          0.78521118 -1.         -1.         -1.          0.76994619
  0.87074478 -1.         -1.          0.90876919  0.73822468 -1.
  0.91537077 -1.         -1.         -1.         -1.          0.76239641
  0.76914631  0.78501969  0.75588156  0.98498525  0.85294949 -1.        ]",0
265,C,1,"[ 0.7267509   0.78907166  0.8720327   0.87120553  0.88562082  0.89637669
  0.87225197  0.8532825   0.90044213  0.91767114  0.91054294  0.89934571
  0.90582563  0.86618872  0.89554438  0.92006035  0.9404823   0.96083188
  0.97256585  0.98758682  0.98647658  0.99711418  1.          0.98093044
  0.97882344  0.97031895  0.95036084  0.95530051  0.95098519  0.92661473
  0.9003155   0.89508547  0.91693899  0.8931538   0.88750642  0.89601283
  0.90801375  0.91443235  0.94143081  0.91517764  0.93716157  0.9193312
  0.89624143  0.8966945   0.87756328  0.90630975  0.88164116  0.88649623
  0.87968372  0.87656774  0.85212974  0.87335765  0.90892322  0.88387389
  0.87380795  0.86179389  0.77701602  0.8513447   0.81455647  0.84256373
  0.828157    0.85479234  0.82203625  0.81014338  0.77255682  0.69633827
  0.72181174  0.68234584  0.52610309  0.52242326  0.55142015  0.62176051
  0.5735645   0.61946972  0.57555334  0.67311997  0.60718917  0.63393838
  0.56172183  0.60644147  0.44146876  0.52393407  0.54823143  0.44137829
  0.52374667  0.48836527  0.44128775  0.48594597  0.43767522  0.44123598
  0.4883043   0.44119067  0.48817789  0.44109999  0.51705933  0.4925829
  0.49033872  0.52340017  0.44438475 -1.          0.44086649  0.44434062
  0.44086649  0.52328661 -1.         -1.          0.48789845 -1.
  0.36183449  0.35487393  0.42903945  0.44086649  0.35487393  0.35487393
 -1.          0.52141517  0.35477889  0.49249041  0.35477889 -1.
  0.44077556  0.36174485  0.35477889  0.35468243 -1.          0.35468243
 -1.          0.35468243  0.36174485 -1.          0.44073007  0.43710029
  0.36165388  0.35468243  0.35468243  0.44058699  0.35477889 -1.
 -1.         -1.          0.44058699  0.36165388 -1.         -1.
 -1.          0.44398067 -1.         -1.          0.35458723 -1.
  0.36165388  0.48993976  0.35449061 -1.          0.35458723 -1.
 -1.         -1.          0.3463832  -1.         -1.         -1.
  0.3615641  -1.          0.35458723 -1.         -1.          0.3615641
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.36174485 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.36174485 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.35497024 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.36183449 -1.         -1.         -1.         -1.
 -1.         -1.          0.36174485 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.35458723 -1.         -1.         -1.         -1.          0.3615641
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.35449061 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.35458723 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
236,Fe,1,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
82,He,2,"[ 0.34824795  0.33382772  0.3088701   0.2990386   0.42585595  0.50377489
  0.60478949  0.63172883  0.68395034  0.69026076  0.67179816  0.68110054
  0.64530863  0.62951369  0.63621594  0.62506758  0.7469944   1.
  0.62549247  0.64199509  0.60463307  0.63824194  0.61443087  0.50476057
  0.0941416  -0.06398602 -0.20624133 -0.21603031 -0.14626784 -0.14677596
 -0.16620238 -0.12591973 -0.27874265 -0.42090644 -0.22268808 -0.21686858
 -0.13011375 -0.17720712 -0.10720527 -0.16575552 -0.18411464  0.06971116
 -0.12176891 -0.36579513 -0.1573971  -0.15881359  0.08963629 -0.01803273
 -0.12229616 -0.19602426 -0.14298256 -0.20011403 -0.18878175 -0.19902436
 -0.14473202 -0.16532798 -0.16980413 -0.18425408 -0.19455044 -0.17531152
 -0.34729518 -0.32519078 -0.39074136 -0.42675532 -0.39137087 -0.49896185
 -0.48565177 -0.52522627 -0.50073996 -0.61518663 -0.51823277 -0.54275531
 -0.5236304  -0.62187843 -0.60619175 -0.5939711  -0.6632577  -0.64580752
 -0.7783179  -0.94457401 -0.95275268 -0.83342614 -0.92195225 -1.
 -0.82729886 -0.78767813 -0.82905195 -0.75580452 -0.72446036 -0.70181893
 -0.68977223 -0.65760161 -0.68763081 -0.5871798  -0.66969408 -0.68230836]",1
29,O,3,"[ 0.93688679  0.89429659  0.73151592  0.89429659  0.89089486  0.86973259
  0.7265999   0.86815417  1.          0.73198902  0.92783367  0.83564679
  0.8683496   0.9174714   0.919633    0.83292775  0.91879122  0.84010737
  0.79099891  0.95791753  0.86946144  0.79020104  0.91892654  0.83264461
  0.97365562  0.89835028  0.77979541  0.87081776  0.86915096  0.8654138
  0.89664688  0.83227572  0.87039455  0.78977691  0.7257622   0.86990387
  0.8680927   0.78622391  0.93616182  0.82911007  0.79201586  0.83119216
  0.82086281  0.79459693  0.89227056  0.86720693  0.89196118  0.86713944
  0.72902853  0.72433602  0.83262335  0.78790587  0.83237512  0.72856016
  0.78766675  0.93558997  0.79042675  0.62900855  0.72218574  0.72809033
 -1.         -1.          0.61964943 -1.          0.61962881  0.73211401
  0.78957857  0.73175266  0.61920695 -1.         -1.          0.62797576
  0.61905916 -1.          0.77887437  0.7314741   0.61891123 -1.
  0.82599451  0.7224229  -1.          0.78899146  0.72224506 -1.
  0.72231919 -1.          0.72218574  0.7266287   0.61838043  0.62721886
  0.7117578  -1.          0.61956398  0.72432139 -1.          0.62498175]",1
72,Si,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
106,Si,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
118,C,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
