Event ID,Element,Energy Level,Flux Time Series,Target Label
311,O,2,"[-1.         -1.         -1.         -1.          1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.99805265
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
72,O,2,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.98893753 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          1.        ]",0
264,N,2,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.80567585 -1.          0.80994855
  0.91887015  0.80427773 -1.         -1.         -1.         -1.
  0.80521188  0.92123192  0.81411078 -1.          0.80182636  0.82058193
  1.          0.82337763  0.82351528 -1.          0.81069945 -1.
 -1.          0.81600813  0.80660195  0.91702702 -1.         -1.
  0.92495871 -1.          0.79191993  0.91940511  0.81159717  0.80128664
 -1.         -1.          0.80934446  0.79936861 -1.          0.79867592
 -1.          0.80001124 -1.         -1.         -1.          0.91054578
 -1.          0.91011635  0.91399586 -1.         -1.         -1.
  0.79698705 -1.          0.80521188 -1.         -1.          0.79547874
 -1.         -1.         -1.         -1.         -1.          0.98044565]",1
313,Fe,3,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.62203262  0.79072849
  0.98925885  1.          0.98986444  0.99839124  0.95090404  0.93963313
  0.88784323  0.83608613  0.80929117  0.81033488  0.76769431  0.75040825
  0.66476049  0.67584199  0.7100209   0.63803719  0.67834967  0.4743122
  0.63037496  0.62060106  0.59211967  0.56906741  0.54742889  0.31640351
  0.53948669  0.47015415  0.4939075   0.46158723  0.4599364   0.46053629
  0.4199472   0.48578786  0.37644419  0.42266869  0.44982336 -1.
  0.45382509 -1.          0.36514229  0.41898206  0.3676089  -1.
  0.37026591 -1.         -1.         -1.          0.41059122  0.28490946
 -1.          0.40956095 -1.         -1.          0.28228829  0.28586255
 -1.          0.28882488 -1.         -1.          0.28149711  0.27545191
 -1.          0.41299715 -1.          0.27289877  0.27606825 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.2766976  -1.         -1.        ]",1
303,O,3,"[ 0.42380781  0.42919612  0.54560686  0.64469526  0.66791887  0.64605882
  0.70309489  0.81649     0.92568877  0.97996522  1.          0.97697948
  0.88070584  0.84965766  0.89764217  0.88739388  0.91169566  0.91941349
  0.95027039  0.94936989  0.96282472  0.96177006  0.9436346   0.94396756
  0.92820202  0.94308162  0.93949262  0.9478054   0.9892077   0.96332763
  0.95838341  0.97353728  0.97303962  0.89514506  0.79242868  0.78282596
  0.7578327   0.67903091  0.69397704  0.62323192  0.68057254  0.68101931
  0.63984634  0.68188692  0.59413288  0.59203421  0.65628005  0.66865548
  0.65772197  0.60999921  0.58223731  0.40156894  0.50862387  0.51743157
  0.54937218  0.39006387  0.5329901   0.54211702  0.4328346   0.42778744
  0.30262225  0.45952175  0.42614061  0.48794038  0.30752544  0.42976999
  0.46207061  0.52426846  0.46027378  0.53137622  0.37747706  0.52392283
  0.42726196  0.42703544  0.3761319  -1.          0.50217445  0.29617099
  0.3031221   0.42756586  0.30278833  0.42700808 -1.          0.29519423
  0.45426399  0.28727777  0.37699804  0.45719036  0.3734743  -1.
  0.29483627 -1.          0.37648037  0.37652309  0.37983041 -1.
  0.37648037  0.29447718 -1.         -1.          0.29375682  0.28583894
 -1.         -1.          0.2935757   0.41812541  0.48015352 -1.
  0.42048566  0.29321258  0.37194086 -1.          0.29321258  0.37171191
 -1.          0.29303059  0.29965773 -1.          0.29294012  0.29957119
 -1.         -1.          0.29957119 -1.         -1.         -1.
 -1.         -1.         -1.          0.2993136  -1.         -1.
  0.2992268   0.29140005 -1.          0.29914114  0.29905541 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.374143   -1.         -1.          0.28410639
  0.29870945 -1.          0.29853607 -1.          0.29844989  0.29853607
 -1.         -1.         -1.         -1.          0.29844989 -1.
 -1.         -1.         -1.         -1.          0.29156661  0.29165818
 -1.         -1.         -1.         -1.         -1.          0.29147368
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.29018803 -1.         -1.         -1.         -1.
  0.29792775 -1.         -1.         -1.         -1.         -1.
 -1.          0.29792775 -1.          0.29110376 -1.          0.29001288
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.29101174 -1.         -1.         -1.
  0.29766639 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
55,Si,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
299,Fe,2,"[ 0.63488756 -1.         -1.          0.54204166 -1.          0.53910927
  0.64406462  0.54555938  0.70555127  0.71924535  0.76136888  0.80352493
  0.7717162   0.85548976  0.90598119  0.77751008  0.8599919   0.78302585
  0.88266577  0.86300632  0.7793768   0.84162303  0.88412769  1.
  0.98267595  0.79254417  0.97018087  0.84449655  0.87341646  0.90133122
  0.86137283  0.7763903   0.81245392  0.72771862  0.72831643  0.76477217
  0.65515876 -1.          0.79265004  0.8150293   0.70648623  0.75870477
  0.752173    0.54408455  0.70366314  0.55188455  0.70774729  0.55347765
 -1.          0.55104324  0.54095543  0.71842203  0.56854897 -1.
  0.71656074 -1.          0.70502119  0.65138353  0.5495986   0.54859218
 -1.         -1.          0.64257716  0.53789451  0.54597341 -1.
 -1.         -1.         -1.          0.64123525 -1.          0.53423892
 -1.          0.53334384 -1.         -1.         -1.          0.53275455
  0.53359846 -1.          0.53255759 -1.         -1.         -1.
  0.5313702   0.53128671 -1.         -1.         -1.          0.53954201
 -1.         -1.         -1.         -1.         -1.         -1.
  0.53856936 -1.         -1.         -1.         -1.         -1.
  0.6316868  -1.          0.62598888  0.52997256 -1.         -1.
  0.63941965 -1.         -1.          0.53800087 -1.         -1.
 -1.         -1.          0.52882451 -1.          0.53740347 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.5368036  -1.         -1.
 -1.          0.5363127  -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.53603584 -1.         -1.
 -1.         -1.         -1.          0.52707914 -1.         -1.
  0.52716507 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.53537619 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
262,Si,1,"[ 0.84471081  0.88622568  0.87743958  0.93051483  0.9165263   0.92406884
  0.96779422  0.95008417  1.          0.98190307  0.91870825  0.93799572
  0.94182024  0.91392157  0.89450739  0.91787337  0.9127583   0.92042486
  0.90624776  0.9214402   0.88242927  0.83828471  0.78862242  0.78175622
  0.89813722  0.84958854  0.74372074  0.73836827  0.73229611  0.73371169
  0.65786035  0.75273661  0.70115433  0.74200433  0.63855174  0.60585447
  0.67766736  0.67161235  0.59855045  0.65159099  0.62414405  0.50219503
  0.50558531  0.41915331  0.55389395 -1.          0.41002208 -1.
  0.50463588 -1.         -1.         -1.         -1.          0.50428998
  0.41798083 -1.          0.41756433 -1.          0.4176319  -1.
 -1.         -1.          0.49902508  0.41032554 -1.         -1.
 -1.          0.4177646  -1.          0.50787086  0.41013071 -1.
 -1.          0.50331895  0.50334302 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.40792796 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
144,N,1,"[-1.         -1.         -1.         -1.          0.57197365  0.56667003
  0.65716465  0.77255226  0.67586447  0.76762359  0.80397821  0.85134799
  0.77353763  0.77885442  0.89096799  0.87351353  0.83170505  0.95446448
  0.94471027  0.97075649  0.93731773  0.97192393  0.97649953  1.
  0.92501439  0.96533537  0.93512276  0.95456138  0.97219291  0.92334826
  0.83785008  0.81398248  0.97595346  0.88139495  0.85615865  0.77229604
  0.77112966  0.76931305  0.8206686   0.7754929   0.77839765  0.7317187
  0.57747129  0.67613291  0.7729232   0.67664847  0.73112772  0.76787285
  0.57250625  0.6697428  -1.          0.67351636  0.57619542  0.58329672
  0.56924198  0.77792974  0.76610819 -1.          0.5629724  -1.
 -1.         -1.          0.57016613 -1.         -1.          0.56152664
 -1.         -1.         -1.         -1.         -1.         -1.
  0.56995567 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.56235365 -1.         -1.
  0.57045186 -1.         -1.          0.57081239 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.56267112 -1.         -1.          0.57102158 -1.         -1.
  0.57069092 -1.         -1.         -1.         -1.         -1.
 -1.          0.56268665 -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.56262455 -1.          0.56238476
 -1.         -1.         -1.         -1.         -1.         -1.
  0.57102158 -1.         -1.          0.56246473 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
298,He,4,"[ 0.71166232  0.86204123  0.82186174  0.75490739  0.81107282  0.76965245
  0.89577937  0.82148808  1.          0.90480172  0.90749277  0.85370805
  0.66590308  0.66898985  0.68277626  0.56168423  0.3785422   0.58164433
  0.51574031  0.5849218   0.65634972  0.84882782  0.91574364  0.79260527
 -0.29433855 -0.25697215 -0.36259894 -0.40766287 -0.3886376  -0.53476206
 -0.47672217 -0.31958005 -0.55235079 -0.40390437 -0.39898527 -0.72682413
 -0.49810579 -0.59517943 -0.73774295 -0.64849921 -0.72753894 -0.91333154
 -0.77194992 -0.86307573 -0.71279682 -0.78598712 -0.72172089 -1.        ]",1
239,N,3,"[ 0.96034774  0.96670634  0.9264986   1.          0.85726969  0.92113153
  0.74677675  0.86764901  0.78263308  0.78166142  0.79198879 -1.
  0.76262381 -1.          0.77588492  0.8659463  -1.         -1.
 -1.         -1.          0.74188576 -1.         -1.          0.74292946
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.824329   -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.72257439 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
298,N,3,"[ 0.87395702  1.          0.98901901  0.94606782  0.98951161  0.95142882
  0.98306109  0.92427483  0.974681    0.96563197  0.94213041  0.9719084
  0.8986168   0.91697713  0.95159647  0.85499715  0.80288244  0.81001961
  0.90140078  0.86910233  0.93146829  0.9190285   0.89971475  0.86658788
  0.72848628  0.51576898  0.51566394 -1.          0.72820176  0.73386613
  0.61019331  0.70034787  0.70204499  0.66348548  0.60895129 -1.
  0.51991586  0.60520655  0.51669752  0.50734295  0.5051732   0.59757195
 -1.          0.59732498  0.59877894  0.51358946  0.59615441  0.60382226]",1
298,Fe,1,"[ 0.9663455   0.94676293  1.          0.98278496  0.91548972  0.90039566
  0.81812124  0.98576001  0.95287056  0.86542135  0.88325046  0.77591501
  0.73767108  0.71648567  0.46651263  0.74591804  0.54751095  0.56904938
  0.68770329  0.58104074  0.72771283  0.802082    0.61574388  0.61588682
  0.04806972  0.12949597 -0.22979121 -0.01730897 -0.40732818 -0.06609861
 -0.31632136 -0.39453577 -0.30927561 -0.17467923 -0.10311075 -0.24350198
 -0.3136863  -0.32857119 -0.71210751 -0.72852375 -0.73572623 -0.72081407
 -0.25836042 -0.42945564 -1.         -0.72183095 -0.72250038 -0.54962667]",1
311,O,1,"[-1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
56,Fe,1,"[ 1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.98853951
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.        ]",0
5,Fe,1,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
239,C,4,"[ 0.91879275  1.          0.98390777  0.90866484  0.79362777  0.90821245
  0.89618254  0.76260715  0.82287205  0.93865893  0.87326929  0.70867507
  0.79292329  0.76078015  0.69762333  0.59026797  0.59420553  0.68896063
  0.59965744  0.70632012  0.68123022  0.58234877  0.56305954  0.83441191
  0.67176905  0.72242303  0.66984788 -1.         -1.          0.55851117
  0.56692783  0.66151041 -1.         -1.         -1.         -1.
 -1.          0.55171819 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.55760052 -1.         -1.         -1.
  0.53938715 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.54931981 -1.         -1.         -1.        ]",1
